id,song_played,time_played,user_id,user_sign_up_date,user_state
OSQHAPSPZC,Helter Skelter,2015-06-17 10:26:19,148,2015-05-18,Alabama
KJWJAIHUHU,Lucy In The Sky With Diamonds,2015-06-25 19:09:17,26,2015-05-02,Mississippi
QEDHAQLQOC,Revolution,2015-06-22 13:21:57,85,2015-05-09,Missouri
ARIQGYCYFV,OH DARLING,2015-06-02 21:18:41,35,2015-05-04,New Jersey
HFCZATZVUG,Eleanor Rigby,2015-06-15 13:36:22,134,2015-05-16,Nebraska
WLCZPEOECH,Yesterday,2015-06-20 08:00:11,125,2015-05-16,Washington
ITWDQLUIRJ,Two Of Us,2015-06-18 09:33:38,189,2015-05-20,Florida
NAKVRHOBHI,A Day In The Life,2015-06-20 19:24:07,183,2015-05-20,Georgia
YBZYUSHVXE,We Can Work It Out,2015-06-13 15:17:49,26,2015-05-02,Mississippi
ICWMCYPYMC,Here Comes The Sun,2015-06-26 06:44:39,148,2015-05-18,Alabama
WAZAJBFZBS,A Day In The Life,2015-06-15 23:28:57,189,2015-05-20,Florida
XKCYXBEPLF,Come Together,2015-06-02 12:42:52,151,2015-05-18,Wisconsin
OGZOABUGCE,Revolution,2015-06-14 16:21:13,116,2015-05-15,Indiana
HVUFDKWDJV,Back In the U.S.S.R.,2015-06-28 01:15:09,105,2015-05-12,Arizona
ERAPHONAOM,A Day In The Life,2015-06-25 06:15:23,174,2015-05-19,Rhode Island
OZSASRTXSB,Birthday,2015-06-06 22:18:34,128,2015-05-16,California
CXNNSGSBMF,Get Back,2015-06-15 14:49:21,129,2015-05-16,Massachusetts
JDGWSMKGEY,Come Together,2015-06-03 04:04:41,170,2015-05-19,Oregon
VUCHDBLMKU,Strawberry Fields Forever,2015-06-27 15:00:18,98,2015-05-12,Mississippi
MSJIAYTGJR,"Ob-la-di, Ob-la-da",2015-06-16 15:51:07,136,2015-05-17,California
TDMINKIHME,A Day In The Life,2015-06-17 17:54:41,193,2015-05-20,Louisiana
NQFNDJAIIX,A Day In The Life,2015-06-17 17:51:23,67,2015-05-08,New York
PGGNSQXXIF,Sun King,2015-06-23 15:32:23,81,2015-05-09,Maryland
LDAGEXZDWA,All You Need Is Love,2015-06-25 17:44:06,106,2015-05-12,Alaska
FORXVISZZO,Revolution,2015-06-02 07:56:19,193,2015-05-20,Louisiana
LVKEWFDZJN,A Day In The Life,2015-06-20 19:03:33,96,2015-05-12,South Carolina
CGGTVSRGPH,We Can Work It Out,2015-06-19 17:17:57,176,2015-05-19,Missouri
DEZMEJHYIL,A Day In The Life,2015-06-15 13:22:26,41,2015-05-04,Florida
HDTHZPHLFZ,Lady Madonna,2015-06-06 05:54:42,117,2015-05-16,Missouri
DTHPBRRKUW,Here Comes The Sun,2015-06-04 11:17:13,77,2015-05-08,New York
TKBXAJTOXF,Come Together,2015-06-26 20:46:45,162,2015-05-19,Tennessee
VPMPXDPPSN,Back In the U.S.S.R.,2015-06-01 17:02:39,55,2015-05-07,California
RMCZUVCWFB,Lady Madonna,2015-06-19 09:55:36,26,2015-05-02,Mississippi
BDFWHORRPL,A Day In The Life,2015-06-23 17:44:57,194,2015-05-20,California
FDCOKSPJMK,A Day In The Life,2015-06-15 18:38:48,39,2015-05-04,California
HSXOAGWOFF,Come Together,2015-06-05 16:33:06,138,2015-05-17,Alabama
YQMVMKDFHK,Come Together,2015-06-15 10:52:07,131,2015-05-16,Illinois
NFNEQQNHYL,Come Together,2015-06-02 15:07:34,22,2015-05-02,New York
OMZYUCJRWM,Hello Goodbye,2015-06-15 19:38:25,80,2015-05-09,Tennessee
LLJBCFDALW,Something,2015-06-14 01:05:16,194,2015-05-20,California
CAKEVYGHOM,Back In the U.S.S.R.,2015-06-04 09:59:21,29,2015-05-03,Utah
IREWIGKWMT,Hey Jude,2015-06-09 23:52:30,77,2015-05-08,New York
BDXMXGHDAY,Here Comes The Sun,2015-06-27 15:42:34,185,2015-05-20,New York
GXQEIJROIR,Revolution,2015-06-28 15:07:41,53,2015-05-07,New Jersey
YKTDMKXVAN,A Day In The Life,2015-06-06 22:07:39,134,2015-05-16,Nebraska
VXWHGZDMRG,Sgt. Pepper/with A Little Help From My Friends,2015-06-15 15:49:31,153,2015-05-18,Indiana
FUKHALBHTK,Come Together,2015-06-26 15:29:31,26,2015-05-02,Mississippi
ZIMZJUIGUB,I've Got A Feeling,2015-06-20 11:32:57,141,2015-05-17,Ohio
HPTCTUVDPR,Hello Goodbye,2015-06-17 18:49:20,148,2015-05-18,Alabama
NXMVHGQRMM,Revolution,2015-06-05 23:59:11,109,2015-05-14,Kentucky
SVBJXVZDMH,A Hard Day's Night,2015-06-07 16:29:54,6,2015-05-01,New Jersey
QLGWIYTFZG,Get Back,2015-06-05 13:08:41,135,2015-05-17,North Dakota
FHNMGCHSJW,Lucy In The Sky With Diamonds,2015-06-07 10:27:01,14,2015-05-02,Ohio
QZDKZZTGDN,You're Going To Lose That Girl,2015-06-01 21:58:17,69,2015-05-08,New York
TBZYVBKQNQ,A Day In The Life,2015-06-10 22:23:16,38,2015-05-04,North Carolina
SKJUWNSQMT,OH DARLING,2015-06-15 12:40:51,178,2015-05-19,Iowa
VNUBATJOWM,Yesterday,2015-06-13 09:19:40,145,2015-05-18,New York
IFNZEZOPLA,A Hard Day's Night,2015-06-11 12:50:04,185,2015-05-20,New York
FIGSPJOEOU,A Hard Day's Night,2015-06-18 16:46:05,161,2015-05-19,Pennsylvania
BHBAYPBOTL,Birthday,2015-06-13 16:17:18,29,2015-05-03,Utah
VOWXJLBMCB,Come Together,2015-06-09 06:35:04,98,2015-05-12,Mississippi
PSWMEDSMBE,Come Together,2015-06-17 14:46:13,147,2015-05-18,Texas
YJDRDRQVWS,Sgt. Pepper's Lonely Hearts Club Band (Reprise),2015-06-21 14:54:01,174,2015-05-19,Rhode Island
QALBLUYOAK,Hey Jude,2015-06-14 08:05:16,142,2015-05-17,Virginia
KDSQSNOZGD,All My Loving,2015-06-12 18:36:14,14,2015-05-02,Ohio
NZFJSAXWQQ,Here Comes The Sun,2015-06-25 08:06:07,171,2015-05-19,Illinois
DDWZGGAYMM,Get Back,2015-06-25 14:30:19,131,2015-05-16,Illinois
FKNNSBUVFC,While My Guitar Gently Weeps,2015-06-08 22:59:36,122,2015-05-16,Louisiana
EXLNQONGPA,Get Back,2015-06-06 12:33:15,192,2015-05-20,California
BXOSXHZACR,Golden Slumbers,2015-06-22 11:10:45,18,2015-05-02,Maryland
IJBLRCICQW,Eleanor Rigby,2015-06-21 18:52:15,3,2015-05-01,Ohio
EORHRUWZEI,Hey Jude,2015-06-14 20:03:38,75,2015-05-08,Texas
HAQVJCZBDC,Birthday,2015-06-22 13:58:40,100,2015-05-12,Missouri
QTLGAYAGNO,Sgt. Pepper/with A Little Help From My Friends,2015-06-11 18:40:11,162,2015-05-19,Tennessee
DMQHDIEVPQ,While My Guitar Gently Weeps,2015-06-12 11:11:35,138,2015-05-17,Alabama
VHDMBWDABQ,Hey Jude,2015-06-18 14:55:09,14,2015-05-02,Ohio
YDKRBUZZLE,We Can Work It Out,2015-06-07 18:56:18,104,2015-05-12,Texas
DWAWTOURPH,Hello Goodbye,2015-06-25 08:49:15,42,2015-05-04,New York
KDPKNRPRNY,A Day In The Life,2015-06-13 06:11:51,114,2015-05-14,Pennsylvania
HMLJTMXEMX,Can't Buy Me Love,2015-06-16 21:03:43,153,2015-05-18,Indiana
SANPYYREAZ,And Your Bird Can Sing,2015-06-20 19:47:08,130,2015-05-16,Michigan
SPGGXFPTNP,Hello Goodbye,2015-06-19 23:34:51,23,2015-05-02,Mississippi
KWQTPYSGMX,Blackbird,2015-06-04 18:08:30,162,2015-05-19,Tennessee
OQWYXOALYB,I've Got A Feeling,2015-06-07 12:24:34,57,2015-05-07,Pennsylvania
TVDDKPGBRC,Reprise / Day in the Life,2015-06-05 17:38:45,18,2015-05-02,Maryland
XQISLCTPFC,Eleanor Rigby,2015-06-05 14:40:02,100,2015-05-12,Missouri
QFSJGGOXOY,Hey Jude,2015-06-05 13:53:02,30,2015-05-03,North Carolina
KYXIGVSGCD,I Feel Fine,2015-06-15 18:44:20,173,2015-05-19,Colorado
QWBQDUOYMU,We Can Work It Out,2015-06-17 06:14:42,110,2015-05-14,California
TKXXKMCJVZ,Magical Mystery Tour,2015-06-15 19:24:25,35,2015-05-04,New Jersey
YPGNCHUXSM,Lady Madonna,2015-06-08 18:55:42,13,2015-05-02,Michigan
WQOSXKCLQI,Hello Goodbye,2015-06-11 10:43:30,38,2015-05-04,North Carolina
EDMAIMPSMZ,Revolution,2015-06-19 12:34:29,17,2015-05-02,Texas
XFQCUPJGMI,A Day In The Life,2015-06-08 14:30:31,175,2015-05-19,Washington
OWXNTVZWGL,Something,2015-06-08 19:14:15,45,2015-05-05,Illinois
PYXWLSMGVQ,She Loves You,2015-06-07 16:34:40,2,2015-05-01,North Carolina
VJGNEIODLC,BAD BOY,2015-06-25 18:01:27,14,2015-05-02,Ohio
MLBFJGMLTQ,Get Back,2015-06-03 06:01:15,70,2015-05-08,Tennessee
SHWVVUZJHV,"Ob-la-di, Ob-la-da",2015-06-22 12:49:08,45,2015-05-05,Illinois
LPDSRVEAZC,Get Back,2015-06-28 06:40:31,80,2015-05-09,Tennessee
HVEHKMBJAG,Let It Be,2015-06-05 01:10:12,88,2015-05-10,California
TZRCWRTPAU,While My Guitar Gently Weeps,2015-06-22 10:08:39,44,2015-05-04,California
ZFCIMDKMKH,Reprise / Day in the Life,2015-06-02 14:32:03,42,2015-05-04,New York
BUDELCNIYB,Hello Goodbye,2015-06-08 18:06:46,5,2015-05-01,Alabama
NQUVTLYOTA,While My Guitar Gently Weeps,2015-06-16 19:50:58,193,2015-05-20,Louisiana
XKCJUGPJOW,Lucy In The Sky With Diamonds,2015-06-20 12:15:49,171,2015-05-19,Illinois
YTEZJYSIYA,While My Guitar Gently Weeps,2015-06-28 11:57:01,130,2015-05-16,Michigan
FFMWHGPJWA,All My Loving,2015-06-25 10:21:27,41,2015-05-04,Florida
FMYHBVQALJ,Twist and Shout,2015-06-01 14:21:00,115,2015-05-15,New Jersey
FOXTSPCNPY,All My Loving,2015-06-05 09:48:16,42,2015-05-04,New York
OUMTPNOSGO,Hey Jude,2015-06-20 15:06:00,80,2015-05-09,Tennessee
NHEQLTYCHD,Sgt. Pepper/with A Little Help From My Friends,2015-06-27 12:48:49,13,2015-05-02,Michigan
XYVULLEZUO,Come Together,2015-06-20 21:44:44,128,2015-05-16,California
LGAFQTZRNG,While My Guitar Gently Weeps,2015-06-21 17:24:16,30,2015-05-03,North Carolina
LUNCICRADK,Roll Over Beethoven,2015-06-01 10:01:00,55,2015-05-07,California
UTUZPXWKCK,Penny Lane,2015-06-28 17:46:13,96,2015-05-12,South Carolina
JGMEIBINFU,Revolution,2015-06-18 14:08:06,110,2015-05-14,California
PHRAMBUGEX,Back In the U.S.S.R.,2015-06-12 06:18:31,123,2015-05-16,Texas
SDXECPJHKO,Here Comes The Sun,2015-06-22 12:36:07,158,2015-05-19,North Carolina
DFJWEKYDGI,ANYTIME AT ALL,2015-06-25 16:35:33,35,2015-05-04,New Jersey
GNCPGDLQGV,Eleanor Rigby,2015-06-22 04:05:11,94,2015-05-11,South Carolina
OYPTSNFOME,Got To Get You Into My Life,2015-06-08 16:40:38,151,2015-05-18,Wisconsin
EWGWQFQPCL,Strawberry Fields Forever,2015-06-01 06:41:36,20,2015-05-02,Georgia
RIDGABPQAR,Drive My Car,2015-06-07 17:16:28,182,2015-05-20,Oklahoma
HQOCEUMZMP,Back In the U.S.S.R.,2015-06-13 01:18:55,44,2015-05-04,California
LTSCGOUOKM,A Hard Day's Night,2015-06-05 18:05:57,138,2015-05-17,Alabama
CSOHKQZICJ,While My Guitar Gently Weeps,2015-06-01 06:28:47,193,2015-05-20,Louisiana
NMBSYDTZNK,Hey Jude,2015-06-02 09:52:37,173,2015-05-19,Colorado
DOJHIWRJUY,Hello Goodbye,2015-06-08 09:48:19,173,2015-05-19,Colorado
MRSVYFGLTB,Maxwell's Silver Hammer,2015-06-27 23:22:43,41,2015-05-04,Florida
JHZBAXKDEC,I Feel Fine,2015-06-08 13:18:27,33,2015-05-04,Minnesota
QIBERMKCVH,Can't Buy Me Love,2015-06-15 18:23:16,173,2015-05-19,Colorado
OLRESLOZJK,Lucy In The Sky With Diamonds,2015-06-13 15:49:42,130,2015-05-16,Michigan
ICGVXKMGFJ,Come Together,2015-06-14 15:23:53,18,2015-05-02,Maryland
RLIADYKFYE,Come Together,2015-06-20 16:33:26,16,2015-05-02,Georgia
FMFIIDZSDU,Here Comes The Sun,2015-06-04 08:05:49,35,2015-05-04,New Jersey
YLGHXHEQKA,Let It Be,2015-06-22 11:04:18,193,2015-05-20,Louisiana
WPVIRIDQTA,Revolution,2015-06-27 14:47:39,49,2015-05-06,Ohio
QMLABMKGRH,Come Together,2015-06-07 03:13:34,74,2015-05-08,Maryland
BTSGHDPAKL,Got To Get You Into My Life,2015-06-12 17:47:32,110,2015-05-14,California
WXZZFHPPVM,Back In the U.S.S.R.,2015-06-19 17:36:40,43,2015-05-04,Florida
YNYGHBJLSM,Come Together,2015-06-07 13:27:10,141,2015-05-17,Ohio
AHDENYCAKR,The Ballad Of John And Yoko,2015-06-14 18:30:31,30,2015-05-03,North Carolina
NGRQSAGALA,Get Back,2015-06-01 16:02:37,180,2015-05-20,Louisiana
HJCBYRMDXR,Come Together,2015-06-17 18:24:43,55,2015-05-07,California
SCNOPTZBMX,Eleanor Rigby,2015-06-27 21:00:18,74,2015-05-08,Maryland
GTJSYJCRYD,Reprise / Day in the Life,2015-06-26 15:21:26,158,2015-05-19,North Carolina
ESTTZVAYUN,Get Back,2015-06-14 09:18:05,16,2015-05-02,Georgia
RWMWZCCKCD,Helter Skelter,2015-06-05 08:07:09,174,2015-05-19,Rhode Island
NJSUBWRMQQ,Get Back,2015-06-01 20:31:49,3,2015-05-01,Ohio
RWDJNMNEAR,Get Back,2015-06-02 08:59:31,31,2015-05-04,Michigan
XDMPWIKZYB,Revolution,2015-06-08 13:28:55,126,2015-05-16,Illinois
QNWYHSIKOV,Come Together,2015-06-26 08:36:27,189,2015-05-20,Florida
QOJSUDGGAH,Ticket to Ride,2015-06-07 15:01:22,75,2015-05-08,Texas
MOYKAVULXC,Reprise / Day in the Life,2015-06-01 05:20:06,98,2015-05-12,Mississippi
RDGQSEXCKY,Birthday,2015-06-28 15:28:24,109,2015-05-14,Kentucky
TFIRLTNUVX,Back In the U.S.S.R.,2015-06-19 17:39:30,49,2015-05-06,Ohio
CTWMNKBURE,We Can Work It Out,2015-06-07 11:47:56,158,2015-05-19,North Carolina
XVMWEJARWQ,Birthday,2015-06-13 04:48:15,153,2015-05-18,Indiana
PFJHUBYQEY,Get Back,2015-06-19 10:02:01,106,2015-05-12,Alaska
UUSSCRRBBF,Get Back,2015-06-12 14:12:52,62,2015-05-07,California
JMFOBTKFKO,I've Just Seen A Face,2015-06-24 09:35:36,85,2015-05-09,Missouri
TDRXTPWCHH,Magical Mystery Tour,2015-06-18 11:31:05,106,2015-05-12,Alaska
NIZAZYBGPJ,Back In the U.S.S.R.,2015-06-01 18:19:32,116,2015-05-15,Indiana
RQJUPSRHGZ,Lucy In The Sky With Diamonds,2015-06-17 15:36:06,122,2015-05-16,Louisiana
IFPNIUYIXO,Eleanor Rigby,2015-06-25 14:09:48,191,2015-05-20,Massachusetts
ROFNPOBPWZ,Revolution,2015-06-10 07:45:40,158,2015-05-19,North Carolina
EKUXYNVACJ,Come Together,2015-06-22 18:13:41,56,2015-05-07,Massachusetts
ZMIAYOJVMA,Come Together,2015-06-26 00:29:33,153,2015-05-18,Indiana
IZGUXLYBBT,Hello Goodbye,2015-06-06 07:06:31,165,2015-05-19,Idaho
GZAGIXVUXB,"Ob-la-di, Ob-la-da",2015-06-27 16:00:00,167,2015-05-19,Massachusetts
UNQPZUDHOL,While My Guitar Gently Weeps,2015-06-06 08:42:20,174,2015-05-19,Rhode Island
JNRBCJMGXB,Here Comes The Sun,2015-06-20 20:21:53,66,2015-05-08,Ohio
CWDLOPKGLW,OH DARLING,2015-06-09 18:13:49,35,2015-05-04,New Jersey
GXMCLHAGNQ,Revolution,2015-06-12 16:16:12,195,2015-05-20,Alaska
KSRODMIGBL,Here Comes The Sun,2015-06-19 17:51:14,24,2015-05-02,Texas
WTSUFSYACI,Revolution,2015-06-28 10:44:43,75,2015-05-08,Texas
BWZUBGFKEW,Hello Goodbye,2015-06-15 14:04:38,116,2015-05-15,Indiana
UDABJEGAOI,Back In the U.S.S.R.,2015-06-10 23:15:04,152,2015-05-18,Texas
TITODSGJEP,Here Comes The Sun,2015-06-13 23:30:56,32,2015-05-04,Wisconsin
XVJGJDVDHK,I Saw Her Standing There,2015-06-20 18:35:26,97,2015-05-12,California
JNEOVBUVYY,Get Back,2015-06-08 16:02:27,172,2015-05-19,Minnesota
CHFQRESVDV,Let It Be,2015-06-11 16:31:31,194,2015-05-20,California
NOCKQSEAEK,Sgt. Pepper/with A Little Help From My Friends,2015-06-25 18:25:18,174,2015-05-19,Rhode Island
JKXRMMPJFL,Lucy In The Sky With Diamonds,2015-06-22 22:29:56,169,2015-05-19,Kentucky
LLHOGOZKON,Let It Be,2015-06-15 10:02:16,102,2015-05-12,Indiana
EXSKFALXCY,Lucy In The Sky With Diamonds,2015-06-22 18:32:53,75,2015-05-08,Texas
QJTIMTKVSQ,A Day In The Life,2015-06-28 15:17:17,56,2015-05-07,Massachusetts
QQOGSXQDLI,Hey Jude,2015-06-01 15:19:10,57,2015-05-07,Pennsylvania
TWJEWRZLTP,BALLAD OF JOHN AND YOKO,2015-06-14 16:32:19,38,2015-05-04,North Carolina
URPEAVXASM,While My Guitar Gently Weeps,2015-06-19 15:08:31,149,2015-05-18,New York
NDUWJMTHSI,Get Back,2015-06-14 11:47:56,199,2015-05-20,Pennsylvania
NLJRYAWREA,Let It Be,2015-06-05 03:44:55,67,2015-05-08,New York
AIMHLAUUAD,I Am the Walrus,2015-06-07 23:14:16,169,2015-05-19,Kentucky
MXCWDVIAND,While My Guitar Gently Weeps,2015-06-13 17:09:36,68,2015-05-08,Florida
TVUJBPXAMW,Get Back,2015-06-24 10:17:45,184,2015-05-20,Wisconsin
RTBNEHCDRF,With a Little Help From My Friends,2015-06-15 17:39:14,112,2015-05-14,California
PLJAHMAQUA,I've Just Seen A Face,2015-06-20 16:54:20,171,2015-05-19,Illinois
TQNMZLBIMY,Revolution,2015-06-13 13:22:58,172,2015-05-19,Minnesota
OUNWTIHFVV,Twist and Shout,2015-06-15 18:12:40,196,2015-05-20,New York
QSBROTFOFF,Hey Jude,2015-06-08 20:09:30,110,2015-05-14,California
BMPRQUJCXU,I Am the Walrus,2015-06-11 23:17:14,188,2015-05-20,New York
DKVCMDFLKY,The Word,2015-06-08 18:38:27,147,2015-05-18,Texas
QHTAKFDKEV,Lucy In The Sky With Diamonds,2015-06-15 21:14:25,112,2015-05-14,California
HEZTIRBYUF,I Am the Walrus,2015-06-24 21:52:29,196,2015-05-20,New York
TSUUDXZMDP,Come Together,2015-06-04 19:01:28,161,2015-05-19,Pennsylvania
HMSJBFWFZE,Let It Be,2015-06-08 18:32:39,149,2015-05-18,New York
ERUQTFXWOC,Hey Jude,2015-06-14 12:17:33,25,2015-05-02,Ohio
RLYSZXLJYN,"Ob-la-di, Ob-la-da",2015-06-07 13:15:31,188,2015-05-20,New York
GCNJOXPMHF,Hey Jude,2015-06-21 17:10:18,80,2015-05-09,Tennessee
JIGJDSWLYV,Eleanor Rigby,2015-06-01 07:11:00,100,2015-05-12,Missouri
FFOTWBKASN,Revolution,2015-06-04 15:33:22,94,2015-05-11,South Carolina
VTQTTVTSBU,Hey Jude,2015-06-06 10:01:52,18,2015-05-02,Maryland
XKEJCGXGJR,Ticket to Ride,2015-06-15 10:41:04,123,2015-05-16,Texas
CEHLSMFVDO,"Ob-la-di, Ob-la-da",2015-06-14 12:12:26,99,2015-05-12,Illinois
LMQUJQIOOA,Come Together,2015-06-27 14:33:05,99,2015-05-12,Illinois
EGBTJUEMLR,Back In the U.S.S.R.,2015-06-17 20:46:59,162,2015-05-19,Tennessee
AYONBKZPKQ,Birthday,2015-06-11 23:32:38,89,2015-05-10,Alabama
GMEUZTXHEB,Sgt. Pepper/with A Little Help From My Friends,2015-06-09 15:40:06,200,2015-05-20,North Carolina
UPCAYZLFLA,Get Back,2015-06-01 12:50:00,141,2015-05-17,Ohio
WVGWQPIEHX,Eight Days A Week,2015-06-04 10:31:25,105,2015-05-12,Arizona
PXJVLPDNKK,Revolution,2015-06-19 22:40:19,15,2015-05-02,Massachusetts
MYYZYYJTBP,I've Got A Feeling,2015-06-07 20:48:55,190,2015-05-20,West Virginia
JZGDTZMCTE,Come Together,2015-06-19 14:15:22,117,2015-05-16,Missouri
ZHKAQLXWPH,Let It Be,2015-06-04 18:13:43,137,2015-05-17,Wisconsin
FWGVLZXTSB,A Day In The Life,2015-06-02 21:22:52,180,2015-05-20,Louisiana
WGYILBZGQY,While My Guitar Gently Weeps,2015-06-15 16:03:24,117,2015-05-16,Missouri
LIMBZIVFZC,Let It Be,2015-06-07 11:07:38,138,2015-05-17,Alabama
PWKYIPFCCP,Eleanor Rigby,2015-06-13 13:26:42,174,2015-05-19,Rhode Island
TAOPPCXDYR,Come Together,2015-06-12 14:35:28,190,2015-05-20,West Virginia
ZGMYHZRRBH,Hello Goodbye,2015-06-23 06:06:30,156,2015-05-19,New York
CCNXDRXDMI,"Ob-la-di, Ob-la-da",2015-06-11 16:56:53,200,2015-05-20,North Carolina
MHEGCBDYLB,Revolution,2015-06-11 09:50:44,138,2015-05-17,Alabama
ULPCUQMGRZ,Get Back,2015-06-28 08:42:34,120,2015-05-16,Georgia
SXJFEJDJQP,Come Together,2015-06-07 22:31:48,23,2015-05-02,Mississippi
PFTXQNZYMB,While My Guitar Gently Weeps,2015-06-27 18:20:33,22,2015-05-02,New York
URJXWQFIMC,The Long And Winding Road,2015-06-20 23:44:57,74,2015-05-08,Maryland
XGDWCNHCBN,Come Together,2015-06-21 15:11:59,134,2015-05-16,Nebraska
YYTYGYYREH,A Day In The Life,2015-06-27 11:47:53,128,2015-05-16,California
GHPANEJZAA,Get Back,2015-06-21 14:34:59,64,2015-05-08,South Carolina
TDDEUMFLGB,Revolution,2015-06-12 14:05:07,90,2015-05-10,Utah
TDLIMSOAAT,Here Comes The Sun,2015-06-07 17:34:28,26,2015-05-02,Mississippi
DTFMBKMQLU,While My Guitar Gently Weeps,2015-06-21 17:33:32,162,2015-05-19,Tennessee
FPMTYGOIGX,Birthday,2015-06-07 17:21:37,118,2015-05-16,Florida
TBIAPRJOAQ,Lucy In The Sky With Diamonds,2015-06-26 10:15:56,29,2015-05-03,Utah
WXVDWYDXFU,Hello Goodbye,2015-06-11 15:46:14,60,2015-05-07,West Virginia
EUVWRYHHKZ,Yesterday,2015-06-08 17:59:33,86,2015-05-09,Georgia
GFUNDZZFVR,She Loves You,2015-06-10 18:31:06,44,2015-05-04,California
ZFPHBYXEWD,Wild Honey Pie,2015-06-19 10:22:15,26,2015-05-02,Mississippi
ISOLLUCORV,Get Back,2015-06-08 12:31:29,56,2015-05-07,Massachusetts
KNXKOTOAOV,Come Together,2015-06-01 14:46:13,18,2015-05-02,Maryland
GIEMPVMVLT,Birthday,2015-06-20 18:50:03,125,2015-05-16,Washington
YRXUBOQXLX,Get Back,2015-06-27 15:37:08,74,2015-05-08,Maryland
DOUOMTBFBQ,Golden Slumbers,2015-06-26 12:52:18,126,2015-05-16,Illinois
OSQJFXCQFE,While My Guitar Gently Weeps,2015-06-19 10:57:33,175,2015-05-19,Washington
FQFDIDTZRP,Birthday,2015-06-28 05:47:01,18,2015-05-02,Maryland
EJCVHTNKIG,Yesterday,2015-06-28 19:23:45,105,2015-05-12,Arizona
GZOMTCJVUE,Hey Jude,2015-06-21 21:32:35,114,2015-05-14,Pennsylvania
QDCGSHIWEQ,Magical Mystery Tour,2015-06-14 20:36:46,195,2015-05-20,Alaska
LXDEWGHXQM,Get Back,2015-06-16 11:19:47,135,2015-05-17,North Dakota
OYPVGSJNLK,Hey Jude,2015-06-23 08:09:23,138,2015-05-17,Alabama
XCUFIBHXWP,We Can Work It Out,2015-06-28 16:06:10,132,2015-05-16,California
MLOUYRYWMI,OH DARLING,2015-06-20 18:22:35,64,2015-05-08,South Carolina
RZTOYPLHFI,Revolution,2015-06-12 11:09:49,60,2015-05-07,West Virginia
TIMYGXPEZG,Get Back,2015-06-23 20:40:24,128,2015-05-16,California
PPCFXCPJBF,Get Back,2015-06-14 13:37:30,42,2015-05-04,New York
KQLVGVTQHT,Cry For A Shadow,2015-06-01 12:02:46,143,2015-05-17,New Jersey
HXKRROMLCC,Get Back,2015-06-20 12:31:19,178,2015-05-19,Iowa
HUEXZPMGMM,Here Comes The Sun,2015-06-22 16:26:56,107,2015-05-13,New York
CFDTTMZUIW,Strawberry Fields Forever,2015-06-27 17:18:27,122,2015-05-16,Louisiana
OONOWWFHXE,Come Together,2015-06-27 14:22:35,110,2015-05-14,California
PSXQGDSHVR,Here Comes The Sun,2015-06-15 12:06:22,151,2015-05-18,Wisconsin
WKXRSLFTOU,Here Comes The Sun,2015-06-28 06:00:40,176,2015-05-19,Missouri
NHHLZGTBWR,Getting Better,2015-06-05 19:01:23,38,2015-05-04,North Carolina
WRMNCGNQJU,Let It Be,2015-06-07 11:35:24,179,2015-05-19,New York
OZAUTIYSOW,Hey Jude,2015-06-05 14:39:30,98,2015-05-12,Mississippi
KINBEDTROB,Magical Mystery Tour,2015-06-21 05:26:55,85,2015-05-09,Missouri
FBKNENUGZG,Can't Buy Me Love,2015-06-22 08:05:01,1,2015-05-01,Oregon
JXYPPYJMLL,Eight Days A Week,2015-06-28 13:43:29,54,2015-05-07,Ohio
RFKJLKRBIW,Birthday,2015-06-19 12:26:27,96,2015-05-12,South Carolina
MIQAYQXJEU,Twist and Shout,2015-06-21 22:12:43,196,2015-05-20,New York
AADRMONAKD,Birthday,2015-06-09 15:12:14,110,2015-05-14,California
LZODKJOLHH,Come Together,2015-06-22 18:33:31,124,2015-05-16,Arkansas
SVUPSXNXHB,Yesterday,2015-06-06 11:39:04,184,2015-05-20,Wisconsin
JRUMMOPEQM,ROCK AND ROLL MUSIC,2015-06-04 17:19:37,112,2015-05-14,California
MRROMMJSOZ,Revolution,2015-06-26 15:37:14,58,2015-05-07,Maryland
WHEYEEOOTL,Reprise / Day in the Life,2015-06-06 05:24:29,73,2015-05-08,Illinois
SPNOFEGKVL,The Long And Winding Road,2015-06-06 20:53:08,99,2015-05-12,Illinois
ESCBRCKBIQ,Come Together,2015-06-01 10:53:53,135,2015-05-17,North Dakota
KINTOBCAMC,Something,2015-06-13 16:24:43,132,2015-05-16,California
TPSXZBLIGK,Come Together,2015-06-20 23:17:22,39,2015-05-04,California
RIVJRPHYIG,Maxwell's Silver Hammer,2015-06-08 07:31:22,104,2015-05-12,Texas
BYQEDYFOXD,Lucy In The Sky With Diamonds,2015-06-18 19:36:35,166,2015-05-19,Colorado
BRYWXVFNWH,I've Got A Feeling,2015-06-19 16:50:54,22,2015-05-02,New York
OTWERUOMNX,Let It Be,2015-06-01 17:44:42,171,2015-05-19,Illinois
OUSWTDSSXB,Reprise / Day in the Life,2015-06-09 11:40:29,195,2015-05-20,Alaska
LWHLTIWFIT,While My Guitar Gently Weeps,2015-06-27 11:51:47,51,2015-05-06,Pennsylvania
DLKSWKJEDW,Come Together,2015-06-23 15:12:53,174,2015-05-19,Rhode Island
LVBLOTREUB,The Fool On The Hill,2015-06-25 07:02:39,99,2015-05-12,Illinois
